Current;Best
1475;1475
617;1475
1809;1809
992;1809
1192;1809
824;1809
789;1809
1822;1822
1681;1822
2398;2398
1781;2398
1412;2398
2967;2967
1118;2967
1678;2967
2421;2967
1628;2967
2073;2967
2488;2967
1210;2967
1346;2967
1911;2967
1186;2967
1684;2967
2061;2967
1570;2967
1284;2967
617;2967
1411;2967
1686;2967
1846;2967
1558;2967
2677;2967
1792;2967
1536;2967
1697;2967
952;2967
1594;2967
598;2967
1393;2967
1902;2967
682;2967
686;2967
1624;2967
3383;3383
992;3383
1596;3383
1864;3383
1649;3383
624;3383
3545;3545
1753;3545
2010;3545
952;3545
2139;3545
2411;3545
1770;3545
1225;3545
649;3545
992;3545
686;3545
2543;3545
1589;3545
1625;3545
952;3545
2569;3545
849;3545
689;3545
1369;3545
1270;3545
893;3545
1659;3545
2291;3545
1792;3545
1799;3545
2797;3545
1845;3545
2590;3545
686;3545
2532;3545
1668;3545
1548;3545
1311;3545
3950;3950
1297;3950
1751;3950
1108;3950
1594;3950
1678;3950
2001;3950
1260;3950
1812;3950
1538;3950
891;3950
1598;3950
1592;3950
1761;3950
2187;3950
1349;3950
794;3950
952;3950
2413;3950
943;3950
2347;3950
893;3950
1543;3950
1686;3950
3101;3950
1277;3950
835;3950
890;3950
689;3950
1764;3950
4248;4248
2974;4248
1562;4248
2905;4248
833;4248
737;4248
2936;4248
1491;4248
2039;4248
2737;4248
992;4248
2217;4248
1199;4248
2174;4248
2705;4248
893;4248
617;4248
992;4248
1186;4248
3142;4248
1536;4248
842;4248
1590;4248
711;4248
1923;4248
772;4248
1674;4248
1309;4248
889;4248
1375;4248
1680;4248
889;4248
766;4248
2833;4248
711;4248
2629;4248
2564;4248
3005;4248
2607;4248
3034;4248
764;4248
689;4248
994;4248
1498;4248
539;4248
1674;4248
1643;4248
2055;4248
1989;4248
1289;4248
2110;4248
2375;4248
513;4248
1678;4248
720;4248
2941;4248
711;4248
2128;4248
4033;4248
1237;4248
3041;4248
992;4248
1500;4248
794;4248
1454;4248
1243;4248
1413;4248
815;4248
3380;4248
1638;4248
1662;4248
1353;4248
4140;4248
794;4248
772;4248
874;4248
1832;4248
889;4248
1597;4248
2062;4248
2027;4248
2065;4248
1280;4248
1533;4248
1988;4248
4377;4377
3025;4377
2380;4377
1371;4377
3354;4377
2389;4377
2917;4377
931;4377
1615;4377
3478;4377
1773;4377
2285;4377
2361;4377
1584;4377
2757;4377
1515;4377
1764;4377
2416;4377
1536;4377
1984;4377
1467;4377
2228;4377
2135;4377
2181;4377
1413;4377
3212;4377
952;4377
1540;4377
2300;4377
824;4377
3276;4377
2587;4377
2287;4377
1034;4377
2380;4377
1084;4377
1142;4377
649;4377
1756;4377
711;4377
1211;4377
1900;4377
2113;4377
1081;4377
4024;4377
2495;4377
1521;4377
833;4377
1723;4377
2368;4377
3104;4377
1541;4377
711;4377
794;4377
3044;4377
1348;4377
1398;4377
3079;4377
2531;4377
1571;4377
3429;4377
2919;4377
2728;4377
1385;4377
1619;4377
1270;4377
1251;4377
3498;4377
1923;4377
2922;4377
1620;4377
764;4377
1594;4377
891;4377
1312;4377
1039;4377
766;4377
3080;4377
3427;4377
1689;4377
2164;4377
943;4377
943;4377
891;4377
711;4377
2083;4377
2551;4377
3213;4377
1361;4377
1937;4377
1674;4377
1731;4377
889;4377
1161;4377
1264;4377
1087;4377
1720;4377
1615;4377
1783;4377
992;4377
1692;4377
Current;Best
1626;1626
1486;1626
3826;3826
3116;3826
2594;3826
1430;3826
2582;3826
2495;3826
1462;3826
1121;3826
2049;3826
3305;3826
824;3826
800;3826
889;3826
1396;3826
1951;3826
794;3826
2081;3826
943;3826
798;3826
1540;3826
1412;3826
1084;3826
1524;3826
2947;3826
1669;3826
1386;3826
1280;3826
1977;3826
2701;3826
952;3826
2387;3826
3045;3826
1246;3826
1683;3826
1059;3826
1663;3826
849;3826
1581;3826
2305;3826
2470;3826
2031;3826
1643;3826
2008;3826
3381;3826
1680;3826
1251;3826
1536;3826
889;3826
789;3826
2003;3826
794;3826
2696;3826
1371;3826
889;3826
1106;3826
1466;3826
1413;3826
1996;3826
1909;3826
2943;3826
1319;3826
764;3826
1928;3826
2043;3826
824;3826
3003;3826
1193;3826
893;3826
1984;3826
3670;3826
1050;3826
2786;3826
1721;3826
2027;3826
1064;3826
1794;3826
565;3826
2289;3826
2297;3826
3107;3826
1274;3826
686;3826
1899;3826
2450;3826
1678;3826
943;3826
4865;4865
937;4865
2085;4865
1232;4865
4013;4865
992;4865
1682;4865
789;4865
1681;4865
2012;4865
1515;4865
1661;4865
1538;4865
1186;4865
1775;4865
1369;4865
2373;4865
1086;4865
4357;4865
2282;4865
1428;4865
1590;4865
2285;4865
2282;4865
1731;4865
766;4865
2375;4865
943;4865
789;4865
1439;4865
4329;4865
1471;4865
3706;4865
3143;4865
889;4865
2287;4865
2527;4865
1821;4865
1534;4865
1205;4865
720;4865
2549;4865
2138;4865
2496;4865
536;4865
3910;4865
943;4865
765;4865
1745;4865
1120;4865
1951;4865
1561;4865
1676;4865
2267;4865
874;4865
2705;4865
2065;4865
772;4865
2783;4865
1424;4865
849;4865
2458;4865
1339;4865
1155;4865
1192;4865
1446;4865
2232;4865
1663;4865
1471;4865
824;4865
1624;4865
931;4865
1490;4865
1165;4865
1758;4865
3797;4865
1333;4865
1482;4865
1326;4865
2383;4865
833;4865
1698;4865
2224;4865
789;4865
959;4865
1486;4865
1874;4865
2743;4865
952;4865
943;4865
1916;4865
1884;4865
1661;4865
2006;4865
667;4865
772;4865
3338;4865
943;4865
992;4865
699;4865
1676;4865
Current;Best
539;539
2432;2432
1697;2432
641;2432
2153;2432
689;2432
891;2432
1090;2432
1226;2432
1792;2432
2377;2432
2665;2665
2000;2665
2667;2667
2255;2667
2754;2754
2403;2754
2580;2754
1764;2754
3270;3270
2332;3270
1743;3270
2147;3270
2134;3270
2469;3270
891;3270
766;3270
1460;3270
1720;3270
1593;3270
1659;3270
1679;3270
794;3270
891;3270
1989;3270
2257;3270
844;3270
947;3270
1757;3270
3088;3270
764;3270
2263;3270
2821;3270
2408;3270
506;3270
1662;3270
847;3270
1843;3270
2495;3270
1335;3270
1678;3270
1393;3270
943;3270
1870;3270
3024;3270
1430;3270
1640;3270
1555;3270
3048;3270
641;3270
737;3270
1317;3270
1594;3270
2786;3270
726;3270
2404;3270
1251;3270
1503;3270
2294;3270
1743;3270
1118;3270
794;3270
1764;3270
874;3270
649;3270
1039;3270
2694;3270
539;3270
2814;3270
1763;3270
1515;3270
833;3270
824;3270
1186;3270
893;3270
711;3270
2314;3270
1550;3270
1910;3270
1400;3270
943;3270
2170;3270
2666;3270
1326;3270
891;3270
723;3270
4053;4053
1594;4053
1731;4053
1371;4053
724;4053
2340;4053
985;4053
2083;4053
2264;4053
2226;4053
1460;4053
1900;4053
1431;4053
1986;4053
1863;4053
833;4053
1839;4053
1473;4053
943;4053
2031;4053
2480;4053
2633;4053
641;4053
953;4053
952;4053
815;4053
1556;4053
943;4053
